
商品UID      SKU                  更新庫存      
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        2         
8196       GM01147BP1901        29        
8197       GM01130UW192X        9         
8198       GM01130UW193X        24        
8247       GM01031UW013X        17        
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        35        
8427       GM01139UW230L        8         
8428       GM01139UW23XL        21        
8429       GM01139UW232X        58        
8442       GM01150UW010F        369       
8444       GM01150UW190F        1         
8446       GM20010UW010S        233       
8448       GM20010UW010M        468       
8450       GM20010UW010L        403       
8452       GM20010UW01XL        350       
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        225       
8462       GM20008UW012X        145       
8464       GM20009UW012X        0         
8466       GM20008UW010L        67        
8468       GM20008UW010M        291       
8479       GM01105UW110S        0         
8492       GM01031UW010S        12        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        7         
8500       GM01010WL0010        351       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        215       
8539       GM01132UW013X        44        
8541       GM01134UW170S        151       
8542       GM01134UW173X        11        
8544       GM01087UW01XS        139       
8547       GM01087UW010S        231       
8549       GM01087UW013X        17        
8551       GM01129UW170S        85        
8553       GM01129UW173X        17        
8555       GM01126UW010S        79        
8557       GM01126UW013X        147       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        83        
8782       GM20011WU13XL        80        
8784       GM20011WU130L        71        
8786       GM20011WU130M        109       
8788       GM20012WU09XL        108       
8790       GM20012WU090M        27        
8817       GM20015BW0015        74        
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        150       
8842       GM20016BW0008        213       
8844       GM01012PS00          439       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        56        
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       80        
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        58        
9126       GM01111UW110F        0         
9187       2100011004818        0         
9192       2100011004825        0         
9197       2100011004832        0         
9202       2100011004849        0         
9211       GM01010WL9930        50        
✅ 更新通知email已成功發送

✅ 已成功更新 353 筆商品並發送通知郵件

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        823       
7810       GM01088UW190M        798       
7811       GM01088UW190L        633       
7812       GM01087UW010L        398       
7813       GM01087UW01XL        224       
7814       GM01088UW19XL        299       
7815       GM01088UW192X        188       
7816       GM01087UW012X        56        
7818       GM01022UW020M        72        
7819       GM01032UW020S        0         
7820       GM01022UW020L        76        
7821       GM01022UW020S        36        
7822       GM01022UW023X        5         
7823       GM01022UW02XL        29        
7824       GM01020UW010S        68        
7825       GM01020UW010M        39        
7826       GM01020UW010L        88        
7827       GM01020UW01XL        39        
7828       GM01020UW012X        56        
7829       GM01021UW160S        2         
7830       GM01021UW160M        0         
7831       GM01021UW160L        0         
7832       GM01021UW16XL        0         
7833       GM01021UW162X        62        
7834       GM01021UW163X        19        
7835       GM01018UW010S        104       
7836       GM01018UW010M        34        
7837       GM01018UW010L        147       
7838       GM01018UW01XL        56        
7839       GM01018UW012X        45        
7840       GM01018UW013X        52        
7841       GM01023UW010S        9         
7842       GM01023UW010M        95        
7843       GM01023UW010L        81        
7844       GM01023UW01XL        129       
7845       GM01023UW012X        32        
7846       GM01023UW013X        42        
7847       GM01111UWW10F        394       
7848       GM01122UW182X        32        
7849       GM01122UW180L        25        
7850       GM01111UWP10F        76        
7851       GM01111UWP20F        439       
7852       GM01122UW18XL        371       
7853       GM01037BP9901        154       
7854       GM01010WL9925        0         
7855       GM18001PS0001        53        
7856       GM01085BP0001        57        
7861       GM01006OW010S        0         
7862       GM01006OW010M        43        
7863       GM01006OW01XL        35        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        0         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        185       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        63        
7873       GM01107UW010M        53        
7874       GM01107UW010L        388       
7875       GM01107UW01XL        236       
7876       GM01107UW012X        11        
7877       GM01109UW012X        57        
7878       GM01110UW180M        0         
7879       GM01110UW18XL        0         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        8         
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        111       
7915       GM01109UW010M        129       
7916       GM01109UW010L        91        
7917       GM01109UW01XL        39        
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        7         
7921       GM01022UW022X        70        
7922       GM01086UW012X        216       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        181       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        11        
7938       GM01091OW010L        42        
7939       GM01091OW01XL        16        
7940       GM01092OW01XL        11        
7946       GM01006OW010L        21        
7947       GM01016OW170S        0         
7948       GM01016OW170M        10        
7949       GM01016OW170L        1         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
7954       GM01007OW01XL        0         
7980       GM01122UW180M        423       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        57        
7986       GM01024UW133X        236       
7987       GM01072CS0119        4         
7988       GM01072CS0123        33        
7989       GM01072CS0128        30        
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
8005       GM01029CS0123        1         
8006       GM01030CS0128        9         
8007       GM01029CS1123        15        
8008       GM01030CS1128        5         
8009       GM01030CS1028        13        
8010       GM01029CS1723        20        
8011       GM01030CS1728        19        
8012       GM01029CS0323        20        
8013       GM01030CS0328        10        
8014       GM01029CS1023        14        
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        4         
8038       GM11112UW0104        4         
8039       GM01092OW010M        9         
8040       GM01123UW080M        114       
8041       GM01123UW080L        141       
8042       GM01123UW08XL        118       
8043       GM01123UW082X        12        
8044       GM01125UW180M        363       
8045       GM01125UW180L        145       
8046       GM01125UW18XL        33        
8047       GM01125UW182X        46        
8048       GM01124UW130M        254       
8049       GM01124UW130L        315       
8050       GM01124UW13XL        197       
8051       GM01124UW132X        13        
8052       GM01129UW170M        189       
8053       GM01129UW170L        354       
8054       GM01129UW17XL        20        
8055       GM01129UW172X        59        
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        284       
8061       GM01126UW010L        326       
8062       GM01126UW01XL        268       
8063       GM01126UW012X        38        
8064       GM01127UW170M        189       
8065       GM01127UW170L        131       
8066       GM01127UW17XL        49        
8067       GM01127UW172X        55        
8068       GM01032UW020M        0         
8069       GM01132UW010M        130       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        229       
8075       GM01132UW01XL        134       
8076       GM01133UW190M        33        
8077       GM01133UW190L        187       
8078       GM01133UW19XL        70        
8079       GM01133UW192X        108       
8080       GM01134UW170M        90        
8081       GM01136UW170L        98        
8082       GM01136UW17XL        96        
8083       GM01136UW172X        38        
8084       GM01134UW170L        55        
8085       GM01134UW17XL        167       
8086       GM01134UW172X        14        
8087       GM01135UW190M        15        
8088       GM01136UW170M        163       
8089       GM01138UW010S        115       
8090       GM01138UW010M        142       
8091       GM01138UW010L        208       
8092       GM01138UW01XL        113       
8093       GM01138UW012X        55        
8094       GM01138UW013X        142       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        26        
8117       GM01002UW010M        0         
8118       GM01130UW19XL        50        
8119       GM01130UW190L        204       
8120       GM01130UW190M        246       
8121       GM01130UW190S        194       
8134       GM01053BP0102        0         
8136       GM01144UW110S        26        
8138       GM01144UW110M        132       
8140       GM01144UW110L        81        
8142       GM01144UW11XL        17        
8144       GM01145UW040S        46        
8146       GM01145UW040M        122       
8148       GM01145UW040L        75        
8150       GM01145UW04XL        19        
8152       GM01146UWW104        109       
8154       GM01146UWP204        82        
8155       GM01132UW012X        136       
8156       GM01135UW190L        31        
8157       GM01135UW19XL        5         
8158       GM01137UW130M        0         
8159       GM01137UW130L        0         
8160       GM01137UW13XL        0         
8161       GM01137UW132X        2         
8162       GM01135UW192X        19        
8166       GM01140UW080M        19        
8169       GM01140UW080L        46        
8170       GM01140UW08XL        8         
8171       GM01140UW082X        83        
8172       GM01025UW093X        21        
8173       GM01073BP1201        0         
8174       GM01010WL0025        109       
8175       GM01122UWRD0F        22        
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        2         
8196       GM01147BP1901        29        
8197       GM01130UW192X        9         
8198       GM01130UW193X        24        
8247       GM01031UW013X        17        
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        35        
8427       GM01139UW230L        8         
8428       GM01139UW23XL        21        
8429       GM01139UW232X        58        
8442       GM01150UW010F        368       
8444       GM01150UW190F        1         
8446       GM20010UW010S        218       
8448       GM20010UW010M        468       
8450       GM20010UW010L        403       
8452       GM20010UW01XL        350       
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        375       
8462       GM20008UW012X        118       
8464       GM20009UW012X        0         
8466       GM20008UW010L        381       
8468       GM20008UW010M        453       
8479       GM01105UW110S        0         
8492       GM01031UW010S        12        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        7         
8500       GM01010WL0010        351       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        215       
8539       GM01132UW013X        44        
8541       GM01134UW170S        151       
8542       GM01134UW173X        11        
8544       GM01087UW01XS        139       
8547       GM01087UW010S        231       
8549       GM01087UW013X        17        
8551       GM01129UW170S        85        
8553       GM01129UW173X        17        
8555       GM01126UW010S        79        
8557       GM01126UW013X        147       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        82        
8782       GM20011WU13XL        80        
8784       GM20011WU130L        70        
8786       GM20011WU130M        108       
8788       GM20012WU09XL        108       
8790       GM20012WU090M        26        
8817       GM20015BW0015        73        
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        146       
8842       GM20016BW0008        199       
8844       GM01012PS00          439       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        54        
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       80        
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        58        
9126       GM01111UW110F        300       
9187       2100011004818        0         
9192       2100011004825        0         
9197       2100011004832        0         
9202       2100011004849        0         
9211       GM01010WL9930        50        
✅ 更新通知email已成功發送

✅ 已成功更新 353 筆商品並發送通知郵件

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        822       
7810       GM01088UW190M        791       
7811       GM01088UW190L        624       
7812       GM01087UW010L        397       
7813       GM01087UW01XL        223       
7814       GM01088UW19XL        292       
7815       GM01088UW192X        188       
7816       GM01087UW012X        56        
7818       GM01022UW020M        58        
7819       GM01032UW020S        0         
7820       GM01022UW020L        64        
7821       GM01022UW020S        26        
7822       GM01022UW023X        5         
7823       GM01022UW02XL        24        
7824       GM01020UW010S        67        
7825       GM01020UW010M        11        
7826       GM01020UW010L        67        
7827       GM01020UW01XL        27        
7828       GM01020UW012X        54        
7829       GM01021UW160S        2         
7830       GM01021UW160M        0         
7831       GM01021UW160L        0         
7832       GM01021UW16XL        0         
7833       GM01021UW162X        62        
7834       GM01021UW163X        19        
7835       GM01018UW010S        102       
7836       GM01018UW010M        31        
7837       GM01018UW010L        146       
7838       GM01018UW01XL        53        
7839       GM01018UW012X        43        
7840       GM01018UW013X        51        
7841       GM01023UW010S        5         
7842       GM01023UW010M        84        
7843       GM01023UW010L        72        
7844       GM01023UW01XL        127       
7845       GM01023UW012X        32        
7846       GM01023UW013X        41        
7847       GM01111UWW10F        358       
7848       GM01122UW182X        31        
7849       GM01122UW180L        21        
7850       GM01111UWP10F        54        
7851       GM01111UWP20F        411       
7852       GM01122UW18XL        367       
7853       GM01037BP9901        148       
7854       GM01010WL9925        0         
7855       GM18001PS0001        52        
7856       GM01085BP0001        57        
7861       GM01006OW010S        0         
7862       GM01006OW010M        43        
7863       GM01006OW01XL        33        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        0         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        185       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        63        
7873       GM01107UW010M        50        
7874       GM01107UW010L        376       
7875       GM01107UW01XL        231       
7876       GM01107UW012X        8         
7877       GM01109UW012X        51        
7878       GM01110UW180M        0         
7879       GM01110UW18XL        0         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        8         
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        111       
7915       GM01109UW010M        110       
7916       GM01109UW010L        76        
7917       GM01109UW01XL        26        
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        7         
7921       GM01022UW022X        70        
7922       GM01086UW012X        216       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        175       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        11        
7938       GM01091OW010L        42        
7939       GM01091OW01XL        16        
7940       GM01092OW01XL        9         
7946       GM01006OW010L        13        
7947       GM01016OW170S        0         
7948       GM01016OW170M        10        
7949       GM01016OW170L        1         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
7954       GM01007OW01XL        0         
7980       GM01122UW180M        421       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        53        
7986       GM01024UW133X        234       
7987       GM01072CS0119        4         
7988       GM01072CS0123        32        
7989       GM01072CS0128        29        
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
8005       GM01029CS0123        1         
8006       GM01030CS0128        9         
8007       GM01029CS1123        14        
8008       GM01030CS1128        5         
8009       GM01030CS1028        13        
8010       GM01029CS1723        20        
8011       GM01030CS1728        18        
8012       GM01029CS0323        19        
8013       GM01030CS0328        10        
8014       GM01029CS1023        14        
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        4         
8038       GM11112UW0104        4         
8039       GM01092OW010M        9         
8040       GM01123UW080M        111       
8041       GM01123UW080L        140       
8042       GM01123UW08XL        117       
8043       GM01123UW082X        12        
8044       GM01125UW180M        359       
8045       GM01125UW180L        144       
8046       GM01125UW18XL        32        
8047       GM01125UW182X        46        
8048       GM01124UW130M        252       
8049       GM01124UW130L        314       
8050       GM01124UW13XL        195       
8051       GM01124UW132X        13        
8052       GM01129UW170M        178       
8053       GM01129UW170L        350       
8054       GM01129UW17XL        12        
8055       GM01129UW172X        59        
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        274       
8061       GM01126UW010L        321       
8062       GM01126UW01XL        259       
8063       GM01126UW012X        38        
8064       GM01127UW170M        183       
8065       GM01127UW170L        122       
8066       GM01127UW17XL        49        
8067       GM01127UW172X        55        
8068       GM01032UW020M        0         
8069       GM01132UW010M        130       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        225       
8075       GM01132UW01XL        130       
8076       GM01133UW190M        32        
8077       GM01133UW190L        184       
8078       GM01133UW19XL        62        
8079       GM01133UW192X        106       
8080       GM01134UW170M        87        
8081       GM01136UW170L        94        
8082       GM01136UW17XL        89        
8083       GM01136UW172X        37        
8084       GM01134UW170L        50        
8085       GM01134UW17XL        167       
8086       GM01134UW172X        13        
8087       GM01135UW190M        15        
8088       GM01136UW170M        161       
8089       GM01138UW010S        114       
8090       GM01138UW010M        133       
8091       GM01138UW010L        206       
8092       GM01138UW01XL        108       
8093       GM01138UW012X        53        
8094       GM01138UW013X        141       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        24        
8117       GM01002UW010M        0         
8118       GM01130UW19XL        49        
8119       GM01130UW190L        201       
8120       GM01130UW190M        236       
8121       GM01130UW190S        190       
8134       GM01053BP0102        0         
8136       GM01144UW110S        25        
8138       GM01144UW110M        131       
8140       GM01144UW110L        80        
8142       GM01144UW11XL        16        
8144       GM01145UW040S        43        
8146       GM01145UW040M        121       
8148       GM01145UW040L        74        
8150       GM01145UW04XL        19        
8152       GM01146UWW104        79        
8154       GM01146UWP204        58        
8155       GM01132UW012X        136       
8156       GM01135UW190L        29        
8157       GM01135UW19XL        4         
8158       GM01137UW130M        0         
8159       GM01137UW130L        0         
8160       GM01137UW13XL        0         
8161       GM01137UW132X        2         
8162       GM01135UW192X        19        
8166       GM01140UW080M        19        
8169       GM01140UW080L        44        
8170       GM01140UW08XL        8         
8171       GM01140UW082X        83        
8172       GM01025UW093X        19        
8173       GM01073BP1201        0         
8174       GM01010WL0025        92        
8175       GM01122UWRD0F        16        
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        2         
8196       GM01147BP1901        29        
8197       GM01130UW192X        9         
8198       GM01130UW193X        24        
8247       GM01031UW013X        15        
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        35        
8427       GM01139UW230L        7         
8428       GM01139UW23XL        21        
8429       GM01139UW232X        58        
8442       GM01150UW010F        342       
8444       GM01150UW190F        1         
8446       GM20010UW010S        218       
8448       GM20010UW010M        468       
8450       GM20010UW010L        400       
8452       GM20010UW01XL        342       
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        365       
8462       GM20008UW012X        110       
8464       GM20009UW012X        0         
8466       GM20008UW010L        373       
8468       GM20008UW010M        443       
8479       GM01105UW110S        0         
8492       GM01031UW010S        12        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        7         
8500       GM01010WL0010        350       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        215       
8539       GM01132UW013X        44        
8541       GM01134UW170S        148       
8542       GM01134UW173X        11        
8544       GM01087UW01XS        138       
8547       GM01087UW010S        228       
8549       GM01087UW013X        16        
8551       GM01129UW170S        84        
8553       GM01129UW173X        17        
8555       GM01126UW010S        78        
8557       GM01126UW013X        147       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        77        
8782       GM20011WU13XL        76        
8784       GM20011WU130L        66        
8786       GM20011WU130M        107       
8788       GM20012WU09XL        106       
8790       GM20012WU090M        25        
8817       GM20015BW0015        50        
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        145       
8842       GM20016BW0008        115       
8844       GM01012PS00          438       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        0         
8968       GM20017UW0104        36        
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       80        
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        58        
9126       GM01111UW110F        300       
9187       2100011004818        0         
9192       2100011004825        0         
9197       2100011004832        0         
9202       2100011004849        0         
9211       GM01010WL9930        50        
✅ 更新通知email已成功發送

✅ 已成功更新 353 筆商品並發送通知郵件
❌ 沒有找到需要處理的商品

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        822       
7810       GM01088UW190M        784       
7811       GM01088UW190L        623       
7812       GM01087UW010L        397       
7813       GM01087UW01XL        223       
7814       GM01088UW19XL        291       
7815       GM01088UW192X        188       
7816       GM01087UW012X        56        
7818       GM01022UW020M        52        
7819       GM01032UW020S        0         
7820       GM01022UW020L        62        
7821       GM01022UW020S        21        
7822       GM01022UW023X        5         
7823       GM01022UW02XL        23        
7824       GM01020UW010S        66        
7825       GM01020UW010M        2         
7826       GM01020UW010L        63        
7827       GM01020UW01XL        25        
7828       GM01020UW012X        54        
7829       GM01021UW160S        0         
7830       GM01021UW160M        0         
7831       GM01021UW160L        0         
7832       GM01021UW16XL        0         
7833       GM01021UW162X        62        
7834       GM01021UW163X        19        
7835       GM01018UW010S        99        
7836       GM01018UW010M        27        
7837       GM01018UW010L        145       
7838       GM01018UW01XL        53        
7839       GM01018UW012X        43        
7840       GM01018UW013X        51        
7841       GM01023UW010S        4         
7842       GM01023UW010M        82        
7843       GM01023UW010L        72        
7844       GM01023UW01XL        126       
7845       GM01023UW012X        32        
7846       GM01023UW013X        41        
7847       GM01111UWW10F        343       
7848       GM01122UW182X        31        
7849       GM01122UW180L        20        
7850       GM01111UWP10F        43        
7851       GM01111UWP20F        395       
7852       GM01122UW18XL        364       
7853       GM01037BP9901        130       
7854       GM01010WL9925        0         
7855       GM18001PS0001        50        
7856       GM01085BP0001        57        
7861       GM01006OW010S        0         
7862       GM01006OW010M        43        
7863       GM01006OW01XL        33        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        0         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        185       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        63        
7873       GM01107UW010M        50        
7874       GM01107UW010L        369       
7875       GM01107UW01XL        224       
7876       GM01107UW012X        7         
7877       GM01109UW012X        50        
7878       GM01110UW180M        0         
7879       GM01110UW18XL        0         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        8         
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        111       
7915       GM01109UW010M        107       
7916       GM01109UW010L        63        
7917       GM01109UW01XL        23        
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        7         
7921       GM01022UW022X        69        
7922       GM01086UW012X        216       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        175       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        11        
7938       GM01091OW010L        42        
7939       GM01091OW01XL        16        
